district,crop,pattam,soil_type,irrigation_type,land_area_acres,temperature,humidity,rainfall_mm,soil_ph,soil_n,soil_p,soil_k,soil_ec,soil_organic_carbon,yield_per_acre,total_production_kg
Vellore,Radish,Chithirai Pattam (Summer),Sandy Loam,Rainfed,6.89,22.7,67.1,566.3,6.04,42.9,13.0,33.8,0.54,0.77,7135.44,49163.18
Ramanathapuram,Cardamom,Samba / Thaladi (Main Rice Season),Sandy Soil,Rainfed,14.23,19.4,83.4,2817.4,5.62,30.1,87.6,130.7,0.27,0.61,298.17,4242.96
Tiruppur,Tapioca (Cassava),Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Canal Irrigation,22.73,31.1,74.0,1178.7,7.33,56.5,34.0,126.8,0.21,0.82,13202.96,300103.28
Kallakurichi,Cucumber,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Well / Tube Well,14.66,32.2,75.5,710.1,6.03,44.2,40.1,80.0,0.66,0.58,6991.44,102494.51
Tenkasi,Tomato,Chithirai Pattam (Summer),Clay Loam,Sprinkler,20.28,24.0,54.0,658.4,6.6,176.3,62.8,120.7,0.22,0.66,15682.29,318036.84
The Nilgiris,Cashew,Purattasi Pattam (Autumn),Laterite Soil,Rainfed,15.08,31.2,72.3,1598.3,5.91,217.3,134.0,113.4,1.18,1.07,1542.05,23254.11
The Nilgiris,Sorghum,Purattasi Pattam (Autumn),Sandy Soil,Rainfed,12.67,32.5,65.5,577.0,7.71,92.1,52.9,57.7,1.46,0.88,1853.39,23482.45
Karur,Foxtail Millet,Aadi Pattam (Monsoon Sowing),Sandy Loam,Drip Irrigation,4.95,25.6,67.0,339.2,7.47,39.5,21.9,51.8,0.6,0.36,1106.3,5476.19
Kanniyakumari,Ginger,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Rainfed,3.07,23.5,74.8,1726.2,5.9,67.3,51.1,58.2,0.26,0.67,8866.16,27219.11
Tirupathur,Carrot,Kar (Early Monsoon),Clay Loam,Canal Irrigation,9.85,18.9,58.6,532.0,6.64,51.8,39.5,116.3,0.59,0.79,12704.48,125139.13
Dharmapuri,Mango,Kar (Early Monsoon),Alluvial,Canal Irrigation,20.92,31.2,78.6,914.4,6.38,474.8,180.5,433.1,1.76,0.47,8190.92,171354.05
Dindigul,Ginger,Aadi Pattam (Monsoon Sowing),Sandy Loam,Canal Irrigation,4.36,28.1,72.5,1527.1,6.34,48.9,62.5,59.8,0.86,0.99,10577.12,46116.24
Erode,Mango,Purattasi Pattam (Autumn),Red Loam,Canal Irrigation,16.08,31.3,78.0,1115.0,6.29,483.6,228.6,395.7,1.69,0.57,9974.97,160397.52
Namakkal,Black Gram,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Canal Irrigation,7.54,32.1,74.9,573.4,7.1,32.5,49.7,45.5,0.24,0.52,706.29,5325.43
Coimbatore,Foxtail Millet,Chithirai Pattam (Summer),Red Loam,Well / Tube Well,5.17,22.7,63.4,473.3,6.66,16.6,28.5,32.6,0.92,1.05,1143.67,5912.77
Tiruvarur,Green Gram,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Drip Irrigation,16.73,24.6,72.9,536.8,6.91,26.5,32.6,32.9,0.73,0.83,613.13,10257.66
Tiruppur,Cashew,Samba / Thaladi (Main Rice Season),Clay Loam,Canal Irrigation,8.72,26.8,63.8,1402.0,5.62,256.2,96.1,90.1,1.41,0.8,1561.95,13620.2
Erode,Turmeric,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Sprinkler,5.0,23.6,76.7,1319.5,6.89,121.1,69.0,136.1,0.65,0.9,10637.86,53189.3
Perambalur,Okra (Bhendi),Thai Pattam (Winter / Post-Monsoon),Clay Soil,Sprinkler,7.5,33.9,75.3,614.7,7.03,64.8,46.9,24.8,1.64,0.75,5471.76,41038.2
Tirunelveli,Drumstick (Moringa),Thai Pattam (Winter / Post-Monsoon),Laterite Soil,Canal Irrigation,9.71,27.8,69.6,633.7,7.05,80.1,43.4,45.8,1.65,0.35,12804.27,124329.46
Ariyalur,Bengal Gram,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Well / Tube Well,15.14,25.4,73.4,495.0,7.27,20.9,31.7,9.4,0.83,1.02,617.12,9343.2
Thanjavur,Groundnut,Chithirai Pattam (Summer),Sandy Loam,Sprinkler,23.74,21.6,52.0,832.5,7.6,19.8,39.4,65.1,1.66,0.89,585.0,13887.9
Thoothukudi,Banana,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Sprinkler,2.19,24.4,69.1,1655.5,6.6,242.0,67.7,251.4,1.39,1.04,30186.56,66108.57
Thoothukudi,Bengal Gram,Aadi Pattam (Monsoon Sowing),Sandy Loam,Drip Irrigation,8.37,24.2,61.1,455.9,7.57,24.5,66.1,74.8,1.16,0.76,910.17,7618.12
Tiruchirappalli,Onion,Kar (Early Monsoon),Clay Soil,Canal Irrigation,13.83,22.8,84.1,634.3,6.66,48.7,60.8,50.4,1.39,0.87,7546.81,104372.38
Tiruvallur,Bengal Gram,Aadi Pattam (Monsoon Sowing),Clay Loam,Drip Irrigation,11.09,29.9,79.4,534.3,8.06,22.3,36.0,12.5,1.15,0.47,406.75,4510.86
Tiruvannamalai,Green Gram,Kar (Early Monsoon),Black Cotton Soil,Canal Irrigation,13.29,30.5,83.7,407.1,6.5,18.0,39.0,32.7,1.46,0.5,549.67,7305.11
Krishnagiri,Sugarcane,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Canal Irrigation,8.78,29.9,58.3,1533.2,7.6,268.6,70.5,111.5,1.79,0.64,65339.53,573681.07
Chengalpattu,Chilli,Kar (Early Monsoon),Alluvial,Well / Tube Well,22.0,27.9,72.8,1041.0,6.58,125.3,45.8,36.0,1.3,1.1,3816.44,83961.68
Cuddalore,Cotton,Aadi Pattam (Monsoon Sowing),Alluvial,Drip Irrigation,23.15,31.1,48.5,884.3,7.06,128.9,47.6,24.4,0.5,1.09,1180.49,27328.34
Tenkasi,Gingelly (Sesame),Thai Pattam (Winter / Post-Monsoon),Clay Soil,Well / Tube Well,13.3,30.4,88.6,499.6,6.43,26.2,14.7,37.3,1.52,0.78,361.03,4801.7
Nagapattinam,Carrot,Kar (Early Monsoon),Laterite Soil,Well / Tube Well,7.35,13.6,66.5,550.3,6.47,37.0,52.2,55.6,1.65,0.87,10200.2,74971.47
Madurai,French Beans,Aadi Pattam (Monsoon Sowing),Clay Soil,Drip Irrigation,3.27,19.9,82.5,698.1,5.98,50.0,37.9,99.3,1.68,0.99,5208.56,17031.99
Nagapattinam,Cauliflower,Aadi Pattam (Monsoon Sowing),Clay Soil,Rainfed,16.28,18.2,58.1,344.2,7.28,192.9,124.6,120.2,1.13,0.94,7780.51,126666.7
Chengalpattu,Barnyard Millet,Purattasi Pattam (Autumn),Black Cotton Soil,Well / Tube Well,14.69,27.9,98.0,482.8,6.99,39.3,22.6,65.1,1.39,0.61,1205.51,17708.94
Tenkasi,Onion,Samba / Thaladi (Main Rice Season),Laterite Soil,Well / Tube Well,12.96,26.2,98.0,779.6,6.28,70.5,66.9,50.4,1.79,0.61,6333.89,82087.21
Kallakurichi,Onion,Aadi Pattam (Monsoon Sowing),Sandy Loam,Canal Irrigation,0.84,29.3,51.1,502.3,6.45,33.3,47.3,33.7,0.97,0.77,5883.46,4942.11
Cuddalore,Drumstick (Moringa),Samba / Thaladi (Main Rice Season),Sandy Soil,Rainfed,20.43,35.1,78.4,529.3,7.34,33.4,43.1,65.6,1.0,0.57,9645.98,197067.37
Tirunelveli,Bottle Gourd,Purattasi Pattam (Autumn),Clay Soil,Drip Irrigation,4.62,30.0,57.3,639.7,6.47,31.2,30.5,20.8,1.19,0.55,10463.71,48342.34
Tenkasi,Groundnut,Navarai / Sornavari (Summer Rice & Pulses),Sandy Soil,Drip Irrigation,1.51,30.4,71.4,584.9,6.65,18.0,40.0,18.3,1.22,0.64,1063.78,1606.31
Kallakurichi,Foxtail Millet,Thai Pattam (Winter / Post-Monsoon),Red Loam,Canal Irrigation,8.66,26.9,77.8,293.6,6.99,45.5,23.5,30.0,0.41,0.86,1060.17,9181.07
Namakkal,Pomegranate,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Well / Tube Well,18.78,30.9,80.3,730.1,7.23,188.4,132.4,235.5,0.3,0.91,7006.23,131577.0
Sivaganga,Tapioca (Cassava),Navarai / Sornavari (Summer Rice & Pulses),Sandy Soil,Canal Irrigation,16.51,31.0,63.3,1106.2,6.7,61.5,43.0,69.3,1.77,0.46,17674.92,291812.93
Theni,Bitter Gourd,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Rainfed,1.14,33.2,73.6,498.6,6.13,44.7,49.3,56.3,1.24,0.78,4941.75,5633.59
Coimbatore,Gingelly (Sesame),Navarai / Sornavari (Summer Rice & Pulses),Laterite Soil,Rainfed,10.36,34.3,50.2,532.0,6.94,47.4,25.7,5.0,0.97,0.54,360.82,3738.1
Perambalur,Black Pepper,Aadi Pattam (Monsoon Sowing),Alluvial,Drip Irrigation,19.11,27.0,81.5,2183.1,6.67,94.1,33.8,114.8,1.77,0.47,896.86,17138.99
Ranipet,Black Pepper,Purattasi Pattam (Autumn),Black Cotton Soil,Canal Irrigation,24.47,21.4,54.7,2201.7,5.56,82.3,20.2,119.0,1.21,0.57,1105.4,27049.14
Ramanathapuram,Horse Gram,Kar (Early Monsoon),Red Loam,Canal Irrigation,12.22,31.7,68.4,387.2,6.63,29.8,29.9,5.0,0.75,1.02,478.76,5850.45
Perambalur,Watermelon,Aadi Pattam (Monsoon Sowing),Clay Loam,Well / Tube Well,15.41,32.4,51.6,471.0,7.15,57.9,45.5,98.8,0.74,0.98,20828.53,320967.65
Tiruvarur,Coriander,Aadi Pattam (Monsoon Sowing),Red Loam,Rainfed,22.89,15.5,43.6,492.9,7.07,25.7,43.6,5.0,1.38,0.53,383.09,8768.93
Krishnagiri,Finger Millet,Aadi Pattam (Monsoon Sowing),Laterite Soil,Canal Irrigation,18.57,23.3,68.2,551.0,6.3,64.4,41.1,62.0,1.43,0.56,2330.74,43281.84
Pudukkottai,Cardamom,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Well / Tube Well,11.15,21.8,82.2,2681.5,5.66,64.6,60.9,178.8,1.24,0.85,355.4,3962.71
Pudukkottai,Castor,Aadi Pattam (Monsoon Sowing),Sandy Soil,Canal Irrigation,1.41,35.7,83.0,367.5,6.56,49.6,20.2,5.0,1.77,0.9,598.55,843.96
Tiruvannamalai,Tomato,Chithirai Pattam (Summer),Red Loam,Well / Tube Well,18.46,23.5,60.1,918.2,6.94,133.9,69.7,116.2,0.37,0.57,16771.08,309594.14
Pudukkottai,Cashew,Samba / Thaladi (Main Rice Season),Red Loam,Drip Irrigation,10.1,31.2,47.0,1382.6,5.27,164.9,93.5,128.3,1.22,1.06,1451.74,14662.57
Erode,Kodo Millet,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Drip Irrigation,18.05,21.6,59.7,189.1,6.42,43.6,12.7,5.0,1.24,0.37,422.5,7626.12
Virudhunagar,Gingelly (Sesame),Chithirai Pattam (Summer),Red Loam,Well / Tube Well,11.26,36.2,58.8,214.4,7.4,43.2,17.7,52.0,1.32,0.87,349.04,3930.19
Pudukkottai,Muskmelon,Samba / Thaladi (Main Rice Season),Sandy Loam,Well / Tube Well,7.44,33.3,71.5,365.5,6.23,43.2,27.8,53.5,1.16,0.36,12413.7,92357.93
Pudukkottai,Coriander,Chithirai Pattam (Summer),Alluvial,Well / Tube Well,3.69,30.5,85.8,378.5,6.75,33.0,33.1,8.7,0.29,0.38,294.4,1086.34
Perambalur,Amla (Indian Gooseberry),Navarai / Sornavari (Summer Rice & Pulses),Black Cotton Soil,Well / Tube Well,1.22,27.1,56.0,672.0,7.4,128.9,158.4,205.1,0.76,0.94,9373.79,11436.02
Dharmapuri,Cowpea,Purattasi Pattam (Autumn),Clay Soil,Rainfed,8.25,28.5,60.1,506.9,6.82,24.7,42.1,17.8,0.82,0.36,523.27,4316.98
Tiruchirappalli,Black Pepper,Kar (Early Monsoon),Laterite Soil,Well / Tube Well,7.05,30.4,59.2,2223.6,5.73,128.4,39.6,148.9,0.62,0.52,1596.21,11253.28
Salem,Finger Millet,Thai Pattam (Winter / Post-Monsoon),Red Loam,Rainfed,9.1,22.9,70.3,791.4,6.55,34.3,43.7,36.3,0.63,0.45,1609.38,14645.36
Tirupathur,Tomato,Chithirai Pattam (Summer),Sandy Loam,Well / Tube Well,8.9,28.5,68.4,755.2,6.29,146.3,98.8,58.2,0.57,0.64,15838.5,140962.65
Salem,Kodo Millet,Chithirai Pattam (Summer),Clay Loam,Well / Tube Well,22.73,29.4,77.8,553.5,6.7,43.3,12.6,9.2,0.9,1.0,796.75,18110.13
Dindigul,Onion,Purattasi Pattam (Autumn),Black Cotton Soil,Drip Irrigation,15.6,24.1,84.9,673.1,6.66,65.4,60.9,53.8,0.62,0.38,8252.24,128734.94
Theni,Kodo Millet,Purattasi Pattam (Autumn),Red Loam,Drip Irrigation,23.87,26.3,65.4,486.0,6.58,22.6,19.5,8.1,1.6,0.49,737.85,17612.48
Sivaganga,Sugarcane,Aadi Pattam (Monsoon Sowing),Clay Loam,Well / Tube Well,12.67,25.2,64.4,1606.0,6.97,294.9,71.1,113.8,1.0,0.41,71412.26,904793.33
Ariyalur,Black Gram,Thai Pattam (Winter / Post-Monsoon),Sandy Loam,Drip Irrigation,18.47,29.1,67.5,598.0,6.7,20.0,64.6,64.4,1.07,1.09,689.4,12733.22
Krishnagiri,Sugarcane,Purattasi Pattam (Autumn),Red Loam,Rainfed,13.18,27.0,75.4,1771.3,7.4,401.7,51.0,134.3,1.35,0.38,58428.76,770091.06
Thoothukudi,French Beans,Navarai / Sornavari (Summer Rice & Pulses),Sandy Loam,Drip Irrigation,19.26,18.4,74.0,962.2,6.98,56.8,82.5,34.3,0.57,0.53,2965.58,57117.07
Dindigul,Sorghum,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Rainfed,18.52,31.1,64.9,534.7,7.2,90.6,46.4,43.7,1.18,0.53,1696.71,31423.07
Virudhunagar,Finger Millet,Chithirai Pattam (Summer),Alluvial,Well / Tube Well,1.13,28.9,28.2,685.2,5.54,52.9,39.6,45.2,1.15,0.86,1988.76,2247.3
Karur,Little Millet,Kar (Early Monsoon),Clay Soil,Well / Tube Well,24.85,26.8,60.6,582.5,6.01,48.8,25.6,14.9,1.14,0.85,777.69,19325.6
Krishnagiri,Amla (Indian Gooseberry),Samba / Thaladi (Main Rice Season),Clay Soil,Drip Irrigation,18.46,28.4,82.0,679.1,7.45,237.8,152.6,195.7,0.74,0.79,11547.14,213160.2
Kancheepuram,Gingelly (Sesame),Kar (Early Monsoon),Laterite Soil,Drip Irrigation,16.08,28.0,61.9,420.0,6.94,24.5,22.1,33.1,0.68,0.6,398.6,6409.49
Kancheepuram,Sorghum,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Drip Irrigation,16.3,33.6,53.5,626.9,6.91,59.8,49.8,48.2,0.97,0.75,1681.06,27401.28
Thoothukudi,Watermelon,Navarai / Sornavari (Summer Rice & Pulses),Sandy Soil,Sprinkler,22.41,28.7,69.4,512.0,7.29,42.7,39.9,35.0,1.08,1.01,14701.8,329467.34
Salem,Sorghum,Chithirai Pattam (Summer),Sandy Loam,Rainfed,16.19,30.4,63.1,557.6,7.59,73.9,33.6,50.6,0.42,1.01,1591.01,25758.45
Perambalur,Black Gram,Aadi Pattam (Monsoon Sowing),Red Loam,Sprinkler,12.57,25.2,70.8,412.7,7.66,26.9,42.4,35.5,1.0,0.74,570.66,7173.2
Thanjavur,Bitter Gourd,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Rainfed,2.13,26.6,67.6,749.0,5.71,58.0,34.3,72.6,0.99,0.73,4143.72,8826.12
Namakkal,Foxtail Millet,Chithirai Pattam (Summer),Black Cotton Soil,Drip Irrigation,2.54,27.3,97.0,455.9,7.63,39.5,21.7,45.0,1.31,1.01,828.71,2104.92
Dindigul,Bengal Gram,Purattasi Pattam (Autumn),Clay Soil,Rainfed,4.87,21.5,69.7,587.7,8.38,17.8,39.1,18.0,1.1,0.85,439.3,2139.39
Thoothukudi,Papaya,Thai Pattam (Winter / Post-Monsoon),Clay Loam,Sprinkler,16.25,31.9,71.1,1360.0,6.23,286.3,261.6,251.5,0.23,0.68,41966.07,681948.64
Virudhunagar,Black Gram,Kar (Early Monsoon),Laterite Soil,Well / Tube Well,17.14,33.1,56.9,680.0,7.09,25.5,63.6,21.2,0.81,0.98,631.43,10822.71
Coimbatore,Ginger,Navarai / Sornavari (Summer Rice & Pulses),Sandy Soil,Rainfed,10.87,22.3,90.0,1473.3,5.56,60.9,59.8,36.7,0.38,0.42,7354.88,79947.55
Vellore,Maize,Purattasi Pattam (Autumn),Red Loam,Canal Irrigation,15.81,25.8,81.4,391.3,6.83,119.6,37.1,25.9,1.39,0.49,1789.55,28292.79
Tirupathur,Pumpkin,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Canal Irrigation,19.06,28.8,75.3,678.5,7.08,69.4,69.2,79.9,0.23,0.75,18123.01,345424.57
Mayiladuthurai,Horse Gram,Aadi Pattam (Monsoon Sowing),Laterite Soil,Well / Tube Well,10.08,27.8,63.1,486.5,6.4,28.6,34.4,14.2,1.32,0.83,467.38,4711.19
Thoothukudi,Chilli,Chithirai Pattam (Summer),Laterite Soil,Drip Irrigation,0.99,24.6,70.9,694.3,6.87,147.3,92.8,50.8,1.23,0.84,7949.93,7870.43
Coimbatore,Banana,Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Rainfed,5.84,20.1,66.2,1544.9,7.21,224.6,57.7,331.4,0.87,0.82,30055.63,175524.88
Coimbatore,Tapioca (Cassava),Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Drip Irrigation,24.6,29.1,75.9,1003.7,6.67,51.7,47.8,87.4,1.74,1.02,19072.38,469180.55
Ramanathapuram,Castor,Kar (Early Monsoon),Clay Loam,Rainfed,14.56,31.4,58.4,419.8,7.02,35.5,31.1,32.5,0.66,0.4,693.02,10090.37
Namakkal,Foxtail Millet,Aadi Pattam (Monsoon Sowing),Sandy Soil,Well / Tube Well,10.11,26.8,72.8,633.1,6.52,43.3,29.2,32.2,0.79,0.87,934.11,9443.85
Virudhunagar,Beetroot,Samba / Thaladi (Main Rice Season),Red Loam,Sprinkler,10.27,17.5,42.3,472.9,7.89,34.5,62.6,143.4,1.13,0.92,7572.02,77764.65
Erode,Brinjal,Navarai / Sornavari (Summer Rice & Pulses),Alluvial,Rainfed,22.0,28.8,60.0,929.0,6.98,97.2,48.3,34.8,0.54,0.72,13419.57,295230.54
Ariyalur,Gingelly (Sesame),Aadi Pattam (Monsoon Sowing),Sandy Loam,Well / Tube Well,11.52,37.0,54.9,418.0,6.53,52.0,31.5,5.0,0.65,0.98,513.39,5914.25
Dharmapuri,Snake Gourd,Chithirai Pattam (Summer),Clay Soil,Sprinkler,11.25,26.5,59.5,729.8,7.47,51.4,29.5,28.6,0.79,1.08,5382.48,60552.9
Chennai,Bitter Gourd,Purattasi Pattam (Autumn),Black Cotton Soil,Sprinkler,8.81,29.9,58.5,526.6,5.71,68.1,27.5,67.6,1.59,0.9,4585.99,40402.57
Salem,Kodo Millet,Kar (Early Monsoon),Clay Soil,Drip Irrigation,16.29,28.6,79.1,648.3,6.72,32.3,22.1,40.2,1.26,0.45,871.94,14203.9
Ranipet,Red Gram,Chithirai Pattam (Summer),Black Cotton Soil,Rainfed,10.14,27.8,71.6,764.3,7.86,17.0,37.5,26.9,1.65,1.06,627.14,6359.2
Mayiladuthurai,Pearl Millet,Thai Pattam (Winter / Post-Monsoon),Clay Soil,Drip Irrigation,14.1,33.2,56.5,316.4,8.18,75.4,28.3,37.1,0.91,0.62,814.22,11480.5
Tirupathur,Ginger,Purattasi Pattam (Autumn),Black Cotton Soil,Drip Irrigation,23.59,29.2,58.8,1424.7,6.25,74.4,30.0,14.1,1.62,0.54,7078.76,166987.95
Tiruppur,Bitter Gourd,Purattasi Pattam (Autumn),Black Cotton Soil,Rainfed,23.39,22.8,82.3,595.0,6.2,76.2,40.3,35.4,0.99,0.74,6006.72,140497.18
Coimbatore,Green Gram,Thai Pattam (Winter / Post-Monsoon),Red Loam,Well / Tube Well,5.58,33.6,48.8,539.0,7.02,21.3,50.8,31.0,1.06,0.99,639.6,3568.97
Ariyalur,Little Millet,Aadi Pattam (Monsoon Sowing),Sandy Loam,Well / Tube Well,12.82,23.6,83.9,518.6,7.63,50.5,21.8,36.9,1.56,0.54,882.62,11315.19
The Nilgiris,Kodo Millet,Chithirai Pattam (Summer),Red Loam,Rainfed,11.87,28.0,94.3,595.5,6.6,19.9,15.7,37.3,0.98,0.74,725.25,8608.72
Sivaganga,Pomegranate,Chithirai Pattam (Summer),Sandy Soil,Sprinkler,2.57,26.8,74.7,614.6,6.82,213.5,169.0,238.0,0.23,1.01,7078.68,18192.21
Ramanathapuram,Gingelly (Sesame),Purattasi Pattam (Autumn),Red Loam,Drip Irrigation,5.97,31.5,76.9,447.2,6.06,38.9,26.2,44.2,1.14,0.91,536.56,3203.26
The Nilgiris,Watermelon,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Sprinkler,23.99,31.0,60.0,180.7,6.83,82.1,58.5,51.4,0.43,0.87,13958.68,334868.73
Tiruchirappalli,Tomato,Aadi Pattam (Monsoon Sowing),Sandy Soil,Well / Tube Well,0.96,24.5,75.3,606.1,7.32,135.7,77.3,101.7,0.63,0.84,10320.34,9907.53
Chennai,Amla (Indian Gooseberry),Aadi Pattam (Monsoon Sowing),Sandy Soil,Well / Tube Well,18.77,37.6,69.6,870.7,6.45,192.8,219.5,202.0,0.49,0.84,8263.41,155104.21
Theni,Amla (Indian Gooseberry),Purattasi Pattam (Autumn),Laterite Soil,Rainfed,3.98,29.9,88.3,691.6,7.84,164.7,150.8,235.7,0.35,0.75,8673.45,34520.33
Thanjavur,Sugarcane,Samba / Thaladi (Main Rice Season),Sandy Soil,Drip Irrigation,21.9,29.9,49.5,1608.8,7.6,292.6,79.3,143.5,1.2,1.02,74595.42,1633639.7
Madurai,Amla (Indian Gooseberry),Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Drip Irrigation,9.13,26.6,60.3,579.1,7.75,151.8,171.9,177.4,1.6,1.07,9333.28,85212.85
Chennai,Cabbage,Aadi Pattam (Monsoon Sowing),Black Cotton Soil,Rainfed,7.7,16.5,52.9,672.1,6.1,126.4,87.5,132.4,0.91,0.41,15659.95,120581.62
Ramanathapuram,Green Peas,Purattasi Pattam (Autumn),Alluvial,Canal Irrigation,18.43,14.3,69.6,400.3,6.98,56.1,77.2,18.5,1.56,0.85,4616.17,85076.01
Tiruchirappalli,Guava,Aadi Pattam (Monsoon Sowing),Sandy Soil,Well / Tube Well,15.7,28.1,63.8,798.0,7.55,265.6,150.1,233.7,1.55,0.73,9932.38,155938.37
Salem,Cardamom,Aadi Pattam (Monsoon Sowing),Clay Soil,Rainfed,8.0,17.9,50.4,2639.1,5.52,82.4,62.0,160.1,0.83,0.51,344.48,2755.84
Mayiladuthurai,Okra (Bhendi),Navarai / Sornavari (Summer Rice & Pulses),Alluvial,Canal Irrigation,17.91,27.9,64.0,600.1,6.36,86.9,31.5,20.5,0.23,0.47,6358.38,113878.59
Karur,Radish,Navarai / Sornavari (Summer Rice & Pulses),Clay Soil,Rainfed,23.45,21.7,47.5,482.4,6.51,71.0,13.9,83.7,0.75,0.99,9167.16,214969.9
The Nilgiris,Castor,Navarai / Sornavari (Summer Rice & Pulses),Clay Loam,Drip Irrigation,2.2,27.1,82.8,475.5,5.73,60.9,32.0,55.3,1.76,1.07,692.01,1522.42
Thoothukudi,Little Millet,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Well / Tube Well,20.6,26.7,82.4,170.6,6.06,30.0,10.3,41.1,1.69,0.66,525.52,10825.71
Chengalpattu,Barnyard Millet,Thai Pattam (Winter / Post-Monsoon),Sandy Soil,Drip Irrigation,12.89,24.4,58.6,431.6,5.71,36.4,28.2,54.3,1.19,0.73,1280.41,16504.48
Ramanathapuram,Green Gram,Aadi Pattam (Monsoon Sowing),Laterite Soil,Sprinkler,9.33,30.4,76.8,481.4,7.1,24.5,52.5,5.0,0.41,0.78,429.93,4011.25
Salem,Cauliflower,Purattasi Pattam (Autumn),Red Loam,Drip Irrigation,18.19,14.3,73.6,504.5,5.93,178.8,125.8,123.5,1.2,0.36,13621.92,247782.72
Viluppuram,Horse Gram,Samba / Thaladi (Main Rice Season),Sandy Soil,Canal Irrigation,13.41,30.6,82.3,466.3,6.01,18.7,37.8,35.2,1.65,0.91,537.1,7202.51
Thanjavur,Turmeric,Samba / Thaladi (Main Rice Season),Red Loam,Rainfed,3.44,28.0,63.5,1460.2,6.28,100.0,48.1,138.6,0.61,0.81,8758.89,30130.58
Chennai,Ginger,Aadi Pattam (Monsoon Sowing),Sandy Soil,Drip Irrigation,24.71,24.2,62.5,1627.8,6.62,38.7,22.2,75.0,0.49,0.77,8206.46,202781.63
Cuddalore,Horse Gram,Purattasi Pattam (Autumn),Black Cotton Soil,Well / Tube Well,12.24,31.3,68.0,476.4,6.38,12.0,41.5,5.0,0.95,0.8,397.71,4867.97
Chennai,Kodo Millet,Kar (Early Monsoon),Alluvial,Rainfed,17.55,25.4,86.1,490.9,6.49,36.4,7.1,5.0,1.03,1.06,654.65,11489.11
Sivaganga,Finger Millet,Chithirai Pattam (Summer),Black Cotton Soil,Canal Irrigation,23.28,32.9,70.4,593.1,7.47,68.5,37.3,10.8,0.64,0.59,2030.08,47260.26
Tiruvannamalai,Red Gram,Aadi Pattam (Monsoon Sowing),Alluvial,Drip Irrigation,7.2,25.1,85.8,620.8,6.96,25.0,70.3,5.0,0.34,0.51,821.44,5914.37
Tiruppur,Guava,Samba / Thaladi (Main Rice Season),Clay Loam,Drip Irrigation,16.44,24.4,68.5,860.6,7.85,352.6,155.8,231.8,1.4,0.88,13573.61,223150.15
Sivaganga,Black Gram,Chithirai Pattam (Summer),Clay Soil,Drip Irrigation,5.95,30.5,55.6,554.5,6.42,24.9,36.6,11.7,1.55,0.38,368.5,2192.58
Sivaganga,Bengal Gram,Kar (Early Monsoon),Red Loam,Well / Tube Well,11.36,21.3,71.6,557.9,7.76,17.2,51.5,27.8,0.88,0.68,647.85,7359.58
Salem,Banana,Chithirai Pattam (Summer),Red Loam,Drip Irrigation,5.16,27.6,64.5,1614.2,6.98,173.7,69.5,289.6,1.4,0.71,32611.5,168275.34
Thanjavur,Amla (Indian Gooseberry),Navarai / Sornavari (Summer Rice & Pulses),Red Loam,Canal Irrigation,10.12,28.7,61.9,721.9,7.94,244.7,54.8,200.1,0.92,0.51,9809.92,99276.39
Cuddalore,Turmeric,Purattasi Pattam (Autumn),Sandy Loam,Drip Irrigation,12.06,30.9,68.5,1420.0,6.84,77.1,51.8,134.7,0.34,0.62,10205.21,123074.83
Dharmapuri,Cashew,Kar (Early Monsoon),Sandy Soil,Canal Irrigation,4.17,32.1,75.3,1553.8,5.6,162.7,102.3,107.4,0.71,0.66,1386.57,5782.0
Perambalur,Finger Millet,Samba / Thaladi (Main Rice Season),Sandy Loam,Drip Irrigation,16.49,24.7,76.6,773.8,5.66,54.2,35.8,54.7,0.87,0.76,2280.95,37612.87
Tiruchirappalli,Finger Millet,Samba / Thaladi (Main Rice Season),Sandy Loam,Sprinkler,17.19,28.3,79.5,730.3,5.75,64.0,23.3,57.2,1.39,0.71,1756.16,30188.39
